cdscod,cds,dtappello,commitment
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-03-31T00:00:00Z,42
581,[581] GIURISPRUDENZA,2017-03-05T00:00:00Z,32
581,[581] GIURISPRUDENZA,2017-01-25T00:00:00Z,24
581,[581] GIURISPRUDENZA,2016-11-30T00:00:00Z,23
581,[581] GIURISPRUDENZA,2017-09-27T00:00:00Z,23
581,[581] GIURISPRUDENZA,2017-04-05T00:00:00Z,21
581,[581] GIURISPRUDENZA,2016-11-28T00:00:00Z,19
581,[581] GIURISPRUDENZA,2017-07-19T00:00:00Z,19
581,[581] GIURISPRUDENZA,2017-08-02T00:00:00Z,19
581,[581] GIURISPRUDENZA,2017-11-09T00:00:00Z,19
581,[581] GIURISPRUDENZA,2017-11-27T00:00:00Z,19
581,[581] GIURISPRUDENZA,2017-11-29T00:00:00Z,18
581,[581] GIURISPRUDENZA,2017-09-28T00:00:00Z,17
I0101D,[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),2017-09-22T00:00:00Z,17
581,[581] GIURISPRUDENZA,2017-05-05T00:00:00Z,16
581,[581] GIURISPRUDENZA,2017-11-07T00:00:00Z,16
I0101D,[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),2017-09-25T00:00:00Z,16
581,[581] GIURISPRUDENZA,2017-07-06T00:00:00Z,15
581,[581] GIURISPRUDENZA,2017-05-31T00:00:00Z,14
581,[581] GIURISPRUDENZA,2017-06-28T00:00:00Z,14
581,[581] GIURISPRUDENZA,2017-02-05T00:00:00Z,13
581,[581] GIURISPRUDENZA,2017-02-13T00:00:00Z,13
581,[581] GIURISPRUDENZA,2017-05-29T00:00:00Z,13
581,[581] GIURISPRUDENZA,2017-06-21T00:00:00Z,13
581,[581] GIURISPRUDENZA,2017-11-28T00:00:00Z,13
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-09-27T00:00:00Z,13
581,[581] GIURISPRUDENZA,2017-01-23T00:00:00Z,12
581,[581] GIURISPRUDENZA,2017-09-13T00:00:00Z,12
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-02-05T00:00:00Z,12
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-11-07T00:00:00Z,12
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-11-04T00:00:00Z,12
E4001N,[E4001N] SOCIOLOGIA,2017-07-21T00:00:00Z,12
I0101D,[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),2017-10-07T00:00:00Z,12
581,[581] GIURISPRUDENZA,2016-01-12T00:00:00Z,11
581,[581] GIURISPRUDENZA,2017-09-25T00:00:00Z,11
581,[581] GIURISPRUDENZA,2017-10-07T00:00:00Z,11
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-04-20T00:00:00Z,11
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-07-18T00:00:00Z,11
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-04-20T00:00:00Z,11
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-11-04T00:00:00Z,11
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-06-27T00:00:00Z,11
581,[581] GIURISPRUDENZA,2017-02-14T00:00:00Z,10
581,[581] GIURISPRUDENZA,2017-06-09T00:00:00Z,10
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-03-05T00:00:00Z,10
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-04-05T00:00:00Z,10
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-11-29T00:00:00Z,10
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-06-14T00:00:00Z,10
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-12-04T00:00:00Z,10
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-02-21T00:00:00Z,10
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-04-07T00:00:00Z,10
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-06-20T00:00:00Z,10
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-11-07T00:00:00Z,10
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-11-07T00:00:00Z,10
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-04-20T00:00:00Z,10
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-02-28T00:00:00Z,10
581,[581] GIURISPRUDENZA,2017-03-07T00:00:00Z,9
581,[581] GIURISPRUDENZA,2017-05-30T00:00:00Z,9
581,[581] GIURISPRUDENZA,2017-06-19T00:00:00Z,9
581,[581] GIURISPRUDENZA,2017-06-20T00:00:00Z,9
581,[581] GIURISPRUDENZA,2017-11-30T00:00:00Z,9
581,[581] GIURISPRUDENZA,2017-12-09T00:00:00Z,9
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-11-28T00:00:00Z,9
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-09-14T00:00:00Z,9
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-09-18T00:00:00Z,9
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-04-07T00:00:00Z,9
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-04-19T00:00:00Z,9
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-06-14T00:00:00Z,9
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-12-04T00:00:00Z,9
F1701Q,[F1701Q] FISICA,2017-07-19T00:00:00Z,9
F7702M,[F7702M] MARKETING E MERCATI GLOBALI,2017-06-21T00:00:00Z,9
H4601D,[H4601D] ODONTOIATRIA E PROTESI DENTARIA,2017-03-31T00:00:00Z,9
581,[581] GIURISPRUDENZA,2016-09-28T00:00:00Z,8
581,[581] GIURISPRUDENZA,2017-06-14T00:00:00Z,8
581,[581] GIURISPRUDENZA,2017-07-13T00:00:00Z,8
581,[581] GIURISPRUDENZA,2017-07-20T00:00:00Z,8
581,[581] GIURISPRUDENZA,2017-09-14T00:00:00Z,8
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-07-19T00:00:00Z,8
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-08-02T00:00:00Z,8
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-14T00:00:00Z,8
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-21T00:00:00Z,8
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-09-20T00:00:00Z,8
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-12-04T00:00:00Z,8
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-04-20T00:00:00Z,8
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-11-04T00:00:00Z,8
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-06-20T00:00:00Z,8
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-06-21T00:00:00Z,8
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-12-04T00:00:00Z,8
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-01-06T00:00:00Z,8
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-06-06T00:00:00Z,8
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-07-02T00:00:00Z,8
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-09-19T00:00:00Z,8
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-09-25T00:00:00Z,8
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-10-07T00:00:00Z,8
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-12-06T00:00:00Z,8
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-06-20T00:00:00Z,8
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-11-07T00:00:00Z,8
E3001Q,[E3001Q] FISICA,2017-06-26T00:00:00Z,8
E3101Q,[E3101Q] INFORMATICA,2017-07-19T00:00:00Z,8
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-02-24T00:00:00Z,8
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-09-14T00:00:00Z,8
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-09-21T00:00:00Z,8
E4001N,[E4001N] SOCIOLOGIA,2017-07-19T00:00:00Z,8
E4001N,[E4001N] SOCIOLOGIA,2017-09-22T00:00:00Z,8
E4101B,[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,2017-09-15T00:00:00Z,8
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-06-23T00:00:00Z,8
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-09-19T00:00:00Z,8
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-03-27T00:00:00Z,8
581,[581] GIURISPRUDENZA,2017-07-26T00:00:00Z,7
581,[581] GIURISPRUDENZA,2017-09-26T00:00:00Z,7
E1301Q,[E1301Q] SCIENZE BIOLOGICHE,2017-09-18T00:00:00Z,7
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-01-25T00:00:00Z,7
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-10-07T00:00:00Z,7
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-11-09T00:00:00Z,7
E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,2017-07-21T00:00:00Z,7
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-07-18T00:00:00Z,7
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-15T00:00:00Z,7
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-06-20T00:00:00Z,7
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-02-20T00:00:00Z,7
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-01-17T00:00:00Z,7
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-07-06T00:00:00Z,7
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-05-06T00:00:00Z,7
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-11-07T00:00:00Z,7
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-01-23T00:00:00Z,7
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-01-24T00:00:00Z,7
E2701Q,[E2701Q] SCIENZA DEI MATERIALI,2017-04-27T00:00:00Z,7
E3001Q,[E3001Q] FISICA,2017-06-19T00:00:00Z,7
E3001Q,[E3001Q] FISICA,2017-07-18T00:00:00Z,7
E3501Q,[E3501Q] MATEMATICA,2017-07-18T00:00:00Z,7
E4101B,[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,2017-06-28T00:00:00Z,7
E4102B,[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,2017-01-02T00:00:00Z,7
F7701M,[F7701M] SCIENZE ECONOMICO-AZIENDALI,2017-12-04T00:00:00Z,7
F7702M,[F7702M] MARKETING E MERCATI GLOBALI,2017-07-07T00:00:00Z,7
F7702M,[F7702M] MARKETING E MERCATI GLOBALI,2017-09-20T00:00:00Z,7
F8501R,[F8501R] SCIENZE PEDAGOGICHE,2017-07-06T00:00:00Z,7
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-06-21T00:00:00Z,7
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-01-30T00:00:00Z,7
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-05-06T00:00:00Z,7
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-06-22T00:00:00Z,7
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-10-04T00:00:00Z,7
I0102D,[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),2017-06-13T00:00:00Z,7
581,[581] GIURISPRUDENZA,2017-06-06T00:00:00Z,6
581,[581] GIURISPRUDENZA,2017-09-02T00:00:00Z,6
E1301Q,[E1301Q] SCIENZE BIOLOGICHE,2017-06-22T00:00:00Z,6
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2016-11-30T00:00:00Z,6
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-06-21T00:00:00Z,6
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-07-06T00:00:00Z,6
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-09-13T00:00:00Z,6
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-09-28T00:00:00Z,6
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-07-20T00:00:00Z,6
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-04-19T00:00:00Z,6
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-20T00:00:00Z,6
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-22T00:00:00Z,6
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-07-07T00:00:00Z,6
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-07-13T00:00:00Z,6
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-07-21T00:00:00Z,6
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-01-25T00:00:00Z,6
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-05-07T00:00:00Z,6
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-06-21T00:00:00Z,6
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-07-18T00:00:00Z,6
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-07-20T00:00:00Z,6
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-09-18T00:00:00Z,6
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-11-07T00:00:00Z,6
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-09-14T00:00:00Z,6
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-09-20T00:00:00Z,6
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-02-20T00:00:00Z,6
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-06-13T00:00:00Z,6
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-06-14T00:00:00Z,6
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-09-28T00:00:00Z,6
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-11-04T00:00:00Z,6
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-12-09T00:00:00Z,6
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-06-15T00:00:00Z,6
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-02-16T00:00:00Z,6
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-07-18T00:00:00Z,6
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-07-19T00:00:00Z,6
E2702Q,[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,2017-04-27T00:00:00Z,6
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-01-27T00:00:00Z,6
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-09-13T00:00:00Z,6
E3301M,[E3301M] ECONOMIA E COMMERCIO,2017-12-07T00:00:00Z,6
E3501Q,[E3501Q] MATEMATICA,2017-06-26T00:00:00Z,6
E4001N,[E4001N] SOCIOLOGIA,2017-04-26T00:00:00Z,6
E4001N,[E4001N] SOCIOLOGIA,2017-04-28T00:00:00Z,6
E4101B,[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,2017-01-02T00:00:00Z,6
E4101B,[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,2017-02-02T00:00:00Z,6
E4101B,[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,2017-06-26T00:00:00Z,6
E4101B,[E4101B] SCIENZE STATISTICHE ED ECONOMICHE,2017-06-27T00:00:00Z,6
E4102B,[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,2017-02-02T00:00:00Z,6
E4102B,[E4102B] STATISTICA E GESTIONE DELLE INFORMAZIONI,2017-06-27T00:00:00Z,6
F7601M,[F7601M] ECONOMIA DEL TURISMO,2017-06-14T00:00:00Z,6
F7701M,[F7701M] SCIENZE ECONOMICO-AZIENDALI,2017-04-20T00:00:00Z,6
F7701M,[F7701M] SCIENZE ECONOMICO-AZIENDALI,2017-09-14T00:00:00Z,6
F8204B,[F8204B] SCIENZE STATISTICHE ED ECONOMICHE,2017-07-13T00:00:00Z,6
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-01-07T00:00:00Z,6
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-02-22T00:00:00Z,6
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-06-26T00:00:00Z,6
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-07-06T00:00:00Z,6
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-09-06T00:00:00Z,6
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-09-23T00:00:00Z,6
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-09-27T00:00:00Z,6
G8501R,[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,2017-12-06T00:00:00Z,6
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-02-23T00:00:00Z,6
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-05-29T00:00:00Z,6
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-07-09T00:00:00Z,6
H4101D,[H4101D] MEDICINA E CHIRURGIA,2017-09-13T00:00:00Z,6
I0101D,[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),2017-07-17T00:00:00Z,6
I0201D,[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),2017-09-25T00:00:00Z,6
I0303D,"[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )",2017-07-20T00:00:00Z,6
I0303D,"[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )",2017-09-20T00:00:00Z,6
K0101D,[K0101D] SCIENZE INFERMIERISTICHE E OSTETRICHE,2017-03-31T00:00:00Z,6
581,[581] GIURISPRUDENZA,2016-11-29T00:00:00Z,5
581,[581] GIURISPRUDENZA,2017-01-12T00:00:00Z,5
581,[581] GIURISPRUDENZA,2017-01-24T00:00:00Z,5
581,[581] GIURISPRUDENZA,2017-05-06T00:00:00Z,5
581,[581] GIURISPRUDENZA,2017-06-29T00:00:00Z,5
581,[581] GIURISPRUDENZA,2017-09-06T00:00:00Z,5
581,[581] GIURISPRUDENZA,2017-09-29T00:00:00Z,5
581,[581] GIURISPRUDENZA,2017-12-07T00:00:00Z,5
E0201Q,[E0201Q] BIOTECNOLOGIE,2017-07-19T00:00:00Z,5
E1301Q,[E1301Q] SCIENZE BIOLOGICHE,2017-07-13T00:00:00Z,5
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-01-23T00:00:00Z,5
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-02-15T00:00:00Z,5
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-03-07T00:00:00Z,5
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-05-29T00:00:00Z,5
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-05-31T00:00:00Z,5
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-06-09T00:00:00Z,5
E1401A,[E1401A] SCIENZE DEI SERVIZI GIURIDICI,2017-11-27T00:00:00Z,5
E1501N,[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE,2017-09-22T00:00:00Z,5
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-04-27T00:00:00Z,5
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-04-28T00:00:00Z,5
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-07-17T00:00:00Z,5
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-09-20T00:00:00Z,5
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-09-21T00:00:00Z,5
E1601N,[E1601N] SCIENZE DELL'ORGANIZZAZIONE,2017-09-22T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-01-25T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-02-17T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-04-07T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-05-07T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-06-07T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-07-17T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-09-15T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-09-19T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-09-22T00:00:00Z,5
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017-12-09T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-01-26T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-02-20T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-06-15T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-06-22T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-06-26T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-09-13T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-09-14T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-09-15T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-09-19T00:00:00Z,5
E1802M,[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE,2017-10-02T00:00:00Z,5
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-06-07T00:00:00Z,5
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-06-14T00:00:00Z,5
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-07-09T00:00:00Z,5
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-07-20T00:00:00Z,5
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017-09-19T00:00:00Z,5
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-06-21T00:00:00Z,5
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-06-28T00:00:00Z,5
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-08-02T00:00:00Z,5
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-09-20T00:00:00Z,5
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-09-26T00:00:00Z,5
E1901R,[E1901R] SCIENZE DELL'EDUCAZIONE,2017-12-07T00:00:00Z,5
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-01-31T00:00:00Z,5
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-02-21T00:00:00Z,5
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-06-27T00:00:00Z,5
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-07-02T00:00:00Z,5
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-07-17T00:00:00Z,5
E2001R,[E2001R] COMUNICAZIONE INTERCULTURALE,2017-09-26T00:00:00Z,5
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-01-19T00:00:00Z,5
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-02-14T00:00:00Z,5
E2004P,[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,2017-09-28T00:00:00Z,5
E2401P,[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,2017-01-26T00:00:00Z,5
